Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Senior Data Scientist,BBI-Consultancy,"Nasr City, Cairo, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Computer Science | Data | Data Science | data scientist | Information Technology (IT) | Python | Statistics | DataRobot | Machine Learning | Engineering | Java | Software Development | Software Engineering | SQL,https://wuzzuf.net/jobs/p/jX5wf4UC6hGY-Senior-Data-Scientist-BBI-Consultancy-Cairo-Egypt?o=47&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BBI-Consultancy-Egypt-1113
Front End Developer (Vue.js),Dafa,"Haram, Giza, Egypt ",Posted 25 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social and Medical Insurance",IT/Software Development | Engineering - Telecom/Technology,Computer Science | front-end | Information Technology (IT) | JavaScript | Programming | SEO | Software Development | Web Development | Vue.js | Data Structures | Algorithms | JSON | vuex | PHP | Node.js | Design | back-end,https://wuzzuf.net/jobs/p/CVtiKoKUk3hY-Front-End-Developer-Vuejs-Dafa-Giza-Egypt?o=48&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Tarseya-Egypt-76749
Data Engineer - KSA,Confidential Company,"Riyadh, Saudi Arabia ",Posted 2 months ago,2 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Computer Science | Engineering | SQL Server | Information Technology (IT) | Computer Engineering | Programming | Security | SQL | Database Design | Database,https://wuzzuf.net/jobs/p/HdxnQ56kyO8v-Data-Engineer---KSA-Riyadh-Saudi-Arabia?o=49&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Power BI Developer,BI-Technologies,"New Cairo, Cairo, Egypt ",Posted 29 days ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Medical Insurance, Social Insurance, Life Insurance, Retirement Plan Transportation and Profit Share",IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Computer Science | Power BI | SSRS | BI | SQL | Microsoft Power BI | Engineering | Oracle | BI Developer | SSIS | Data Warehouse | Information Technology (IT) | Telecom | Data Science | Data Scientist,https://wuzzuf.net/jobs/p/KIEsf1VNGrM0-Power-BI-Developer-BI-Technologies-Cairo-Egypt?o=50&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BI-Technologies-Egypt-14526
Business Intelligence Team Leader,Future Group,"Dokki, Giza, Egypt ",Posted 1 month ago,More than 4 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analysis | BI | SQL | business | Economics | Research | Political Science | Statistics | Data Modeling | English | Microsoft SQL Server | Data visualization | Communication | Leadership | Team Management | Analyst | Business Development | Computer Science | Management,https://wuzzuf.net/jobs/p/IqrtUasALbXR-Business-Intelligence-Team-Leader-Future-Group-Giza-Egypt?o=51&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Future-Group-Egypt-640
Senior Data Engineer- Banha,Z2 Data,"Qalubia, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Other,Data | Communication | MS Office | Analysis | Engineering | Computer Science | Data Administration | Data Management | Information Technology (IT) | Management | Software Development | Software Engineering | Database,https://wuzzuf.net/jobs/p/gPlkgoEtHL4N-Senior-Data-Engineer--Banha-Z2-Data-Qalubia-Egypt?o=52&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Z2-Data-Egypt-10002
Data Analyst - Banha,Z2 Data,"Banha, Qalubia, Egypt ",Posted 2 months ago,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Business Development | Analyst/Research,Analysis | Commerce | Computer Science | Data Analysis | English | MS Office | Information Technology (IT),https://wuzzuf.net/jobs/p/5JCxxhUwHrzn-Data-Analyst---Banha-Z2-Data-Qalubia-Egypt?o=53&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Z2-Data-Egypt-10002
Senior Data Analyst,Z2 Data,"Nasr City, Cairo, Egypt ",Posted 2 months ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research,Data Analysis | Analysis | Administration | Computer Science | Data Analyst | Database | Data | Analyst | Information Technology (IT) | Management,https://wuzzuf.net/jobs/p/ecDQZn7zPGxQ-Senior-Data-Analyst-Z2-Data-Cairo-Egypt?o=54&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Z2-Data-Egypt-10002
Junior Data Analyst,Z2 Data,"Nasr City, Cairo, Egypt ",Posted 2 months ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Analyst/Research,Data Analysis | Analysis | Commerce | Computer Science | Information Technology (IT) | English | MS Office,https://wuzzuf.net/jobs/p/vRmBDfFqeBXN-Junior-Data-Analyst-Z2-Data-Cairo-Egypt?o=55&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Z2-Data-Egypt-10002
Data Analyst,Arma Foods ,"New Cairo, Cairo, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research,Data Analysis | Analysis | Computer Science | Information Technology (IT) | Reporting | Power BI | IT | analytical | Data | Engineering | English | Python | SQL | Tableau,https://wuzzuf.net/jobs/p/3ZTNoLhqBc6T-Data-Analyst-Arma-Foods-Cairo-Egypt?o=56&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Arma-Egypt-73932
Java Team Lead,Ejada (Cairo),"Cairo, Egypt ",Posted 1 month ago,More than 8 years,Manager ,Bachelor's Degree,"Confidential, Yearly KPIs Based on Performance",IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Software Development | Data Structure | Core Java | Java 8 | JEE | WebSphere | WebLogic AS | JBoss | Tomcat | Java Spring | Spring Boot | Spring Security | Spring MVC | Hibernate | JPA | SQL | DB2 | Oracle | SOAP | HTML5 | Web UI | CSS | Maven | Gradle | Junit | SVN | TFS | GIT | Node JS | IBM MQ | JMS | Java | Spring | Software,https://wuzzuf.net/jobs/p/fBOHU9BwWhJG-Java-Team-Lead-Ejada-Cairo-Cairo-Egypt?o=57&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273
Business Analyst,Cilantro,"Maadi, Cairo, Egypt ",Posted 1 month ago,More than 10 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, 20% Monthly Incentive",Business Development | Analyst/Research,Business Analysis | Analysis | Data | Data Analytics | Microsoft Power BI | excel | English | Computer Science,https://wuzzuf.net/jobs/p/8YOY92FomUao-Business-Analyst-Cilantro-Cairo-Egypt?o=58&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Cilantro-Egypt-69955
Health Care Technical Support,Sidra,"Heliopolis, Cairo, Egypt ",Posted 1 month ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Confidential, Social & Family Medical Insurance",IT/Software Development | Medical/Healthcare,computer | Healthcare | ITIL | Technical Support | IT Service Management | Information Technology (IT) | Hospitality | MS Office | Data Science | English | Communication,https://wuzzuf.net/jobs/p/nSRwFNn4RWwx-Health-Care-Technical-Support-Sidra-Cairo-Egypt?o=59&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/CBS-Egypt-33021
Development Team Leader,egabi solutions,"Cairo, Egypt ",Posted 1 month ago,6 to 10 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Banks | Design Patters | Data Structures | Algorithms | OOP | Java | Spring Boot | SOAP | REST | Performance Tuning | SQL | Web Development | Design | Programming | Testing | Communication skills,https://wuzzuf.net/jobs/p/VLWdhbaQDPJ0-Development-Team-Leader-egabi-solutions-Cairo-Egypt?o=60&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Egabi-Solutions-Egypt-58526
Data Scientist,Seoudi Supermarket,"Sheikh Zayed, Giza, Egypt ",Posted 2 months ago,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Data Science | Programming | Machine Learning | Python | Data Analytics | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/yvKLvGcoRMNa-Data-Scientist-Seoudi-Supermarket-Giza-Egypt?o=61&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038
Senior Data Insights Specialist,WUZZUF,"Cairo, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analysis | Business Intelligence | Communication | Communication skills | Computer Science | Data Analysis | SQL | Statistics | Marketing,https://wuzzuf.net/jobs/p/QewilVmKKm8a-Senior-Data-Insights-Specialist-WUZZUF-Cairo-Egypt?o=62&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061
Senior Database /BI Developer,Caelum Egypt,"Dokki, Giza, Egypt ",Posted 2 days ago,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,BI | Computer Science | Database | Engineering | Information Technology (IT) | Microsoft SQL Server | Programming | Software | Software Development | Software Engineering | SQL,https://wuzzuf.net/jobs/p/0i2VNIOR63aJ-Senior-Database-BI-Developer-Caelum-Egypt-Giza-Egypt?o=63&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Caelum-Middle-East-Egypt-3522
Senior Data Center Engineer,Smart System,"New Cairo, Cairo, Egypt ",Posted 2 months ago,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,CCNP | Computer Science | computer | Data center | Information Technology (IT) | Network | Systems Engineering | Vmware | Data | Engineering | Software | Software Engineering,https://wuzzuf.net/jobs/p/ySBdyrYqiyty-Senior-Data-Center-Engineer-Smart-System-Cairo-Egypt?o=64&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Smart-System-Egypt-34555
Senior Product Manager,almentor,"Maadi, Cairo, Egypt ",Posted 11 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Product Management | Business Analysis | Information Technology (IT) | Computer Engineering | Engineering | Communication skills,https://wuzzuf.net/jobs/p/lQOH4MaOWiAc-Senior-Product-Manager-almentor-Cairo-Egypt?o=65&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Almentor-net-Egypt-50627
Android Developer (On-Site),Union Coop,"Dokki, Giza, Egypt ",Posted 5 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Android | Information Technology (IT) | Computer Science | Software Development | Java | JSON | Android SDK | REST | RESTful | APIs | UI | Kotlin | MVVM | Performance | Telecom Engineering,https://wuzzuf.net/jobs/p/oPQkFriEb4AY-Android-Developer-On-Site-Union-Coop-Giza-Egypt?o=66&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/U-Egypt-36354
IOS Developer (On-site),Union Coop,"Dokki, Giza, Egypt ",Posted 2 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Software Development | JSON | REST | RESTful | APIs | UI | MVVM | Performance | iOS | Swift | SQL | Telecom Engineering,https://wuzzuf.net/jobs/p/mzAbVI2q9qxQ-IOS-Developer-On-site-Union-Coop-Giza-Egypt?o=67&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/U-Egypt-36354
Senior Data Engineer,Worex,"Maadi, Cairo, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Machine Learning | Computer Science | Big Data,https://wuzzuf.net/jobs/p/eDPM1YPgMI8J-Senior-Data-Engineer-Worex-Cairo-Egypt?o=68&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Worex-Egypt-58786
Senior R&D Analyst- Banha,Z2 Data,"Banha, Qalubia, Egypt ",Posted 1 month ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,R&D/Science | Business Development,Analysis | business | Business Analysis | Communication | Communication skills | Data Analysis | English | R&D | Research | Computer Science | Consulting | Information Technology (IT),https://wuzzuf.net/jobs/p/QULmM8c1vDma-Senior-RD-Analyst--Banha-Z2-Data-Qalubia-Egypt?o=69&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Z2-Data-Egypt-10002
BI Developer,Perfect Presentation,"6th of October, Giza, Egypt ",Posted 1 month ago,7 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,BI | Information Technology (IT) | Computer Science | SSIS | SQL | SSRS | Oracle | OLAP | Data Warehouse | ETL,https://wuzzuf.net/jobs/p/NBf7TPtxIAoD-BI-Developer-Perfect-Presentation-Giza-Egypt?o=70&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124
IT Manager (Hotels Experience Only),Paradise Inn Hotels & Resorts,"Alexandria, Egypt ",Posted 7 days ago,8 to 10 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,computer | Computer Hardware | Computer Science | Information Technology (IT) | Network Administration | Software | networks | Computer Engineering | Administration | Analysis | Management | Software Development | Project Management,https://wuzzuf.net/jobs/p/Dvgvj1qR4h7L-IT-Manager-Hotels-Experience-Only-Paradise-Inn-Hotels-Resorts-Alexandria-Egypt?o=71&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Paradise-Inn-Hotels---Resorts-Egypt-29479
GIS Specialists,Confidential Company,"Nasr City, Cairo, Egypt ",Posted 10 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research,ArcGIS | Analysis | GIS | Routing | Geographic Information System | Satellite | Digitizing | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/nG7tTtPAOcJ5-GIS-Specialists-Cairo-Egypt?o=72&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Junior Operations Engineer - Network/Cloud,Link Datacenter,"Giza, Egypt ",Posted 4 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Operations/Management | Engineering - Telecom/Technology,Information Technology (IT) | Management | Project Management | SQL | Operations | English | CCNA | Communication | Communication skills | Computer Science | Engineering | Linux,https://wuzzuf.net/jobs/p/p1v9Pi1kwz9x-Junior-Operations-Engineer---NetworkCloud-Link-Datacenter-Giza-Egypt?o=73&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Link-Datacenter-Egypt-23208
Front End Developer,Safa Soft,"Maadi, Cairo, Egypt ",Posted 5 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,Agile | AngularJS | Angular | Software Development | Computer Science | Information Technology (IT) | Git | Design | React | Software | JavaScript | JSON,https://wuzzuf.net/jobs/p/RHbfk2fIsxDp-Front-End-Developer-Safa-Soft-Cairo-Egypt?o=74&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Safa-Tech--Egypt-16743
Data Analyst,GPS,"Nozha, Cairo, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analysis | Data Analysis | Reporting | Computer Science | English | MS Office | Information Technology (IT),https://wuzzuf.net/jobs/p/3gKxwLEn2AQf-Data-Analyst-GPS-Cairo-Egypt?o=75&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/elmoasserbooks-Egypt-37460
Senior Java Developer Microservices,FlairsTech,"Maadi, Cairo, Egypt ",Posted 8 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,19000 to 30000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,Java | Software | Engineering | Computer Science | Information Technology (IT) | Software Development | Web Development | Spring | SQL | REST | Oracle | Git,https://wuzzuf.net/jobs/p/ORQjMleppnKg-Senior-Java-Developer-Microservices-FlairsTech-Cairo-Egypt?o=76&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Flairstech-Egypt-1631
DevOps Engineer (Remotely for USA),Mobile Wave 3,"Nasr City, Cairo, Egypt ",Posted 2 days ago,6 to 15 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Cloud | Computer Science | DevOps | AWS | Information Technology (IT) | Java | Kubernetes | Python | REST | Software Development | Jenkins | Git,https://wuzzuf.net/jobs/p/4WZ4aYCHskVC-DevOps-Engineer-Remotely-for-USA-Mobile-Wave-3-Cairo-Egypt?o=77&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Mobile-Wave-3-Egypt-6328
Senior BI Developer,LINK Development,"Cairo, Egypt ",Posted 14 days ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | BI | Software Engineering | SQL | Software Development | Power BI | SSRS | SQL Server | Information Technology (IT) | T-SQL | Computer Engineering,https://wuzzuf.net/jobs/p/PSC2OgAnTaGP-Senior-BI-Developer-LINK-Development-Cairo-Egypt?o=78&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/A15-Egypt-15576
Senior Java Web Developer,FlairsTech,"Maadi, Cairo, Egypt ",Posted 10 days ago,4 to 10 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Plus 10% quarter raise to adjust with the current economical situation",IT/Software Development | Engineering - Telecom/Technology,Microservices | JavaScript | Java | JIRA | Microsoft SQL Server | SQL | Java Software Development | Java Development | Java SE | Oracle | Oracle PL/SQL | Spring Boot | spring Framework | Problem Solving | Docker | SOAP | REST | Computer Science | Design | Information Technology (IT) | Software Development | Engineering | Git | OOP | Web Development | Software,https://wuzzuf.net/jobs/p/1TLPh35QPQn2-Senior-Java-Web-Developer-FlairsTech-Cairo-Egypt?o=79&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Flairstech-Egypt-1631
Quality Assurance Section Head,Confidential Company,"Bourj Alarab, Alexandria, Egypt ",Posted 1 day ago,3 to 5 years,Manager ,Bachelor's Degree,Confidential,Manufacturing/Production | Quality | Pharmaceutical,Quality Assurance | quality | MS Office | Science | ISO | Quality Control | Analysis,https://wuzzuf.net/jobs/p/DjOr0AVXX3Mi-Quality-Assurance-Section-Head-Alexandria-Egypt?o=80&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
AI/ML (Artificial Intelligence/Machine Learning) Lead,SURE International Technology,"Cairo, Egypt ",Posted 18 days ago,More than 5 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Operations/Management | Engineering - Telecom/Technology,Computer Science | Python | Artificial Intelligence | AI | Machine Learning | Engineering | Azure | Cloud,https://wuzzuf.net/jobs/p/O9CVoliDvZQz-AIML-Artificial-IntelligenceMachine-Learning-Lead-SURE-International-Technology-Cairo-Egypt?o=81&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SURE-International-Egypt-21250
HSE Manager - Menofia,Uniboard ,"Alsadat City, Monufya, Egypt ",Posted 3 days ago,15 to 20 years,Manager ,Bachelor's Degree,"Confidential, Transportation, Incentives, Medical Insurance",R&D/Science | Quality | Engineering - Other,HSE | Health And Safety | Engineering | Quality | Health & Safety | Safety | Management | Safety Management | Science,https://wuzzuf.net/jobs/p/Kfujw8v4uDoM-HSE-Manager---Menofia-Uniboard-Monufya-Egypt?o=82&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Uniboard-Egypt-25963
Senior Machine learning Engineer,Botit,"Abdeen, Cairo, Egypt ",Posted 17 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Machine Learning | Python | NLP | Software | Research | Git | Algorithms | Statistics | Software Engineering | Software Development | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/71X8xvySx9KF-Senior-Machine-learning-Engineer-Botit-Cairo-Egypt?o=83&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Botit-Egypt-46033
Product Enablement Manager,Dafater,"Nasr City, Cairo, Egypt ",Posted 15 days ago,More than 5 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Engineering | Computer Science | Computer Engineering | Information Technology (IT) | Product Management | SaaS | Management,https://wuzzuf.net/jobs/p/9n1YIpueDTta-Product-Enablement-Manager-Dafater-Cairo-Egypt?o=84&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BusinessClouds-Saudi-Arabia-27770
IT Technical Support Specialist,etmana,"Katameya, Cairo, Egypt ",Posted 2 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,computer | Active Directory | Customer Support | Information Technology (IT) | Computer Science | Engineering | English | Management | Microsoft | Oracle | SQL | Technical Support,https://wuzzuf.net/jobs/p/Ow2EJASbTeHN-IT-Technical-Support-Specialist-etmana-Cairo-Egypt?o=85&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/MAKDZONE-Egypt-48128
Technical Consultant-Frontend (Web Developer),alfanar,"Heliopolis, Cairo, Egypt ",Posted 1 day ago,5 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Communication skills | Design | Development | Engineering | HTML | Information Technology (IT) | Software | Software Development | SQL | Technical Support | CSS | .Net,https://wuzzuf.net/jobs/p/whKLlWMpjICr-Technical-Consultant-Frontend-Web-Developer-alfanar-Cairo-Egypt?o=86&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alfanar-Egypt-58564
ABAP Developer,Namaa PFM,"Nasr City, Cairo, Egypt ",Posted 1 day ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,ABAP | Computer Science | Information Technology (IT) | SAP Modules | HCM | Telecommunication Engineering,https://wuzzuf.net/jobs/p/CllMyxndWgU0-ABAP-Developer-Namaa-PFM-Cairo-Egypt?o=87&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Namaa-PFM-Egypt-81824
IT Manager ( Retail Industry ),Confidential Company,"6th of October, Giza, Egypt ",Posted 5 days ago,More than 12 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Operations/Management | Engineering - Telecom/Technology,IT | Project Management | Information Technology (IT) | Computer Science | Software | Analysis | Computer Hardware | Technical | Hospitality | Retail | Management | Computer Engineering | ERP | computer,https://wuzzuf.net/jobs/p/sxmFxxpJcqs5-IT-Manager-Retail-Industry-Giza-Egypt?o=88&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Geophysicist,Petrological Integrated Solutions,"Mahta Alraml, Alexandria, Egypt ",Posted 18 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,8000 to 10000 EGP Per Month,Engineering - Other,Geophysics | Science | Engineering | Oil Field | offshore | AutoCAD | Coda Octopus | MS Office | Geology | English,https://wuzzuf.net/jobs/p/PZYz1VexuKlL-Geophysicist-Petrological-Integrated-Solutions-Alexandria-Egypt?o=89&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Petrological-Integrated-Solutions-Egypt-47163
Senior Laravel Developer,Confidential Company,"Cairo, Egypt ",Posted 5 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,PHP | Laravel | Software Engineering | Software Development | CSS3 | HTML5 | Computer Science | Information Technology (IT) | APIs | REST | jQuery | Telecom Engineering,https://wuzzuf.net/jobs/p/dI7OlGXPzgJA-Senior-Laravel-Developer-Cairo-Egypt?o=90&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Senior Back-End Software Developer (C#),BI-Technologies,"New Cairo, Cairo, Egypt ",Posted 3 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Transportation, Medical Insurance, Social Insurance, Life Insurance, Retirement Plan And Profit Share",IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Software Engineering | Software Development | ASP.NET | SQL | javaScript | jQuery | Microsoft SQL Server | MVC | C# | .NET | ITI | Software | HTML5,https://wuzzuf.net/jobs/p/YwzIdkLFDnFo-Senior-Back-End-Software-Developer-C-BI-Technologies-Cairo-Egypt?o=91&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BI-Technologies-Egypt-14526
Senior Dot Net Developer (On-Site),Union Coop,"Dokki, Giza, Egypt ",Posted 4 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | .NET | Computer Science | Software Development | C# | ASP.NET | MVC | SQL | HTML5 | Agile | Angular | MCSD | MCPD | REST | API | .NET Core | Git | CI/CD | CSS3 | Automation | Telecom Engineering,https://wuzzuf.net/jobs/p/p6WzcN9AYKXJ-Senior-Dot-Net-Developer-On-Site-Union-Coop-Giza-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/U-Egypt-36354
Documentation Engineer,BEDO Company ,"6th of October, Giza, Egypt ",Posted 8 days ago,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Engineering - Mechanical/Electrical,Analytical Skills | analytical | Communication skills | Documentation | Engineering | Information Technology (IT) | Management | Microsoft Office | English | Computer Science | Skills | excel,https://wuzzuf.net/jobs/p/AJ7GmbbU0m9v-Documentation-Engineer-BEDO-Company-Giza-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/bedo-Egypt-47281
